label,text,text_clean,tokens,tokens_stemmed,tokens_lemmatized,text_tokens,text_stemmed,text_lemmatized
spam,FreeMsg>FAV XMAS TONES!Reply REAL,freemsg fav xmas tones reply real,"['freemsg', 'fav', 'xmas', 'tones', 'reply', 'real']","['freemsg', 'fav', 'xma', 'tone', 'repli', 'real']","['freemsg', 'fav', 'xmas', 'tone', 'reply', 'real']",freemsg fav xmas tones reply real,freemsg fav xma tone repli real,freemsg fav xmas tone reply real
ham,Lil fever:) now fine:),lil fever now fine,"['lil', 'fever', 'fine']","['lil', 'fever', 'fine']","['lil', 'fever', 'fine']",lil fever fine,lil fever fine,lil fever fine
ham,I think it's all still in my car,i think it s all still in my car,"['think', 'still', 'car']","['think', 'still', 'car']","['think', 'still', 'car']",think still car,think still car,think still car
ham,Can a not?,can a not,[],[],[],,,
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906 ,december only had your mobile mths you are entitled to update to the latest colour camera mobile for free call the mobile update co free on,"['december', 'mobile', 'mths', 'entitled', 'update', 'latest', 'colour', 'camera', 'mobile', 'free', 'call', 'mobile', 'update', 'co', 'free']","['decemb', 'mobil', 'mth', 'entitl', 'updat', 'latest', 'colour', 'camera', 'mobil', 'free', 'call', 'mobil', 'updat', 'co', 'free']","['december', 'mobile', 'mths', 'entitle', 'update', 'late', 'colour', 'camera', 'mobile', 'free', 'call', 'mobile', 'update', 'co', 'free']",december mobile mths entitled update latest colour camera mobile free call mobile update co free,decemb mobil mth entitl updat latest colour camera mobil free call mobil updat co free,december mobile mths entitle update late colour camera mobile free call mobile update co free
ham,Yes princess! I want to catch you with my big strong hands...,yes princess i want to catch you with my big strong hands,"['yes', 'princess', 'want', 'catch', 'big', 'strong', 'hands']","['ye', 'princess', 'want', 'catch', 'big', 'strong', 'hand']","['yes', 'princess', 'want', 'catch', 'big', 'strong', 'hand']",yes princess want catch big strong hands,ye princess want catch big strong hand,yes princess want catch big strong hand
ham,Oh yeah I forgot. U can only take 2 out shopping at once.,oh yeah i forgot u can only take out shopping at once,"['oh', 'yeah', 'forgot', 'take', 'shopping']","['oh', 'yeah', 'forgot', 'take', 'shop']","['oh', 'yeah', 'forget', 'take', 'shopping']",oh yeah forgot take shopping,oh yeah forgot take shop,oh yeah forget take shopping
ham,Mm so you asked me not to call radio,mm so you asked me not to call radio,"['mm', 'asked', 'call', 'radio']","['mm', 'ask', 'call', 'radio']","['mm', 'ask', 'call', 'radio']",mm asked call radio,mm ask call radio,mm ask call radio
ham,Thinkin about someone is all good. No drugs for that,thinkin about someone is all good no drugs for that,"['thinkin', 'someone', 'good', 'drugs']","['thinkin', 'someon', 'good', 'drug']","['thinkin', 'someone', 'good', 'drug']",thinkin someone good drugs,thinkin someon good drug,thinkin someone good drug
ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",say this slowly god i love you amp i need you clean my heart with your blood send this to ten special people amp u c miracle tomorrow do it pls pls do it,"['say', 'slowly', 'god', 'love', 'amp', 'need', 'clean', 'heart', 'blood', 'send', 'ten', 'special', 'people', 'amp', 'miracle', 'tomorrow', 'pls', 'pls']","['say', 'slowli', 'god', 'love', 'amp', 'need', 'clean', 'heart', 'blood', 'send', 'ten', 'special', 'peopl', 'amp', 'miracl', 'tomorrow', 'pl', 'pl']","['say', 'slowly', 'god', 'love', 'amp', 'need', 'clean', 'heart', 'blood', 'send', 'ten', 'special', 'people', 'amp', 'miracle', 'tomorrow', 'pls', 'pls']",say slowly god love amp need clean heart blood send ten special people amp miracle tomorrow pls pls,say slowli god love amp need clean heart blood send ten special peopl amp miracl tomorrow pl pl,say slowly god love amp need clean heart blood send ten special people amp miracle tomorrow pls pls
ham,"Enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly..",enjoy the showers of possessiveness poured on u by ur loved ones bcoz in this world of lies it is a golden gift to be loved truly,"['enjoy', 'showers', 'possessiveness', 'poured', 'ur', 'loved', 'ones', 'bcoz', 'world', 'lies', 'golden', 'gift', 'loved', 'truly']","['enjoy', 'shower', 'possess', 'pour', 'ur', 'love', 'one', 'bcoz', 'world', 'lie', 'golden', 'gift', 'love', 'truli']","['enjoy', 'shower', 'possessiveness', 'pour', 'ur', 'loved', 'one', 'bcoz', 'world', 'lie', 'golden', 'gift', 'love', 'truly']",enjoy showers possessiveness poured ur loved ones bcoz world lies golden gift loved truly,enjoy shower possess pour ur love one bcoz world lie golden gift love truli,enjoy shower possessiveness pour ur loved one bcoz world lie golden gift love truly
ham,"Alright if you're sure, let me know when you're leaving",alright if you re sure let me know when you re leaving,"['alright', 'sure', 'let', 'know', 'leaving']","['alright', 'sure', 'let', 'know', 'leav']","['alright', 'sure', 'let', 'know', 'leave']",alright sure let know leaving,alright sure let know leav,alright sure let know leave
ham,Some are lasting as much as 2 hours. You might get lucky.,some are lasting as much as hours you might get lucky,"['lasting', 'much', 'hours', 'might', 'get', 'lucky']","['last', 'much', 'hour', 'might', 'get', 'lucki']","['last', 'much', 'hour', 'might', 'get', 'lucky']",lasting much hours might get lucky,last much hour might get lucki,last much hour might get lucky
ham,Genius what's up. How your brother. Pls send his number to my skype.,genius what s up how your brother pls send his number to my skype,"['genius', 'brother', 'pls', 'send', 'number', 'skype']","['geniu', 'brother', 'pl', 'send', 'number', 'skype']","['genius', 'brother', 'pls', 'send', 'number', 'skype']",genius brother pls send number skype,geniu brother pl send number skype,genius brother pls send number skype
spam,"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p",gr poly tones all mobs direct u rply with poly title to eg poly breathe titles crazyin sleepingwith finest ymca getzed co uk pobox o w wq p,"['gr', 'poly', 'tones', 'mobs', 'direct', 'rply', 'poly', 'title', 'eg', 'poly', 'breathe', 'titles', 'crazyin', 'sleepingwith', 'finest', 'ymca', 'getzed', 'co', 'uk', 'pobox', 'wq']","['gr', 'poli', 'tone', 'mob', 'direct', 'rpli', 'poli', 'titl', 'eg', 'poli', 'breath', 'titl', 'crazyin', 'sleepingwith', 'finest', 'ymca', 'getz', 'co', 'uk', 'pobox', 'wq']","['gr', 'poly', 'tone', 'mob', 'direct', 'rply', 'poly', 'title', 'eg', 'poly', 'breathe', 'title', 'crazyin', 'sleepingwith', 'fine', 'ymca', 'getzed', 'co', 'uk', 'pobox', 'wq']",gr poly tones mobs direct rply poly title eg poly breathe titles crazyin sleepingwith finest ymca getzed co uk pobox wq,gr poli tone mob direct rpli poli titl eg poli breath titl crazyin sleepingwith finest ymca getz co uk pobox wq,gr poly tone mob direct rply poly title eg poly breathe title crazyin sleepingwith fine ymca getzed co uk pobox wq
ham,Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...,thk some of em find wtc too far weiyi not goin e rest i dunno yet r ur goin dinner den i might b able to join,"['thk', 'em', 'find', 'wtc', 'far', 'weiyi', 'goin', 'rest', 'dunno', 'yet', 'ur', 'goin', 'dinner', 'den', 'might', 'able', 'join']","['thk', 'em', 'find', 'wtc', 'far', 'weiyi', 'goin', 'rest', 'dunno', 'yet', 'ur', 'goin', 'dinner', 'den', 'might', 'abl', 'join']","['thk', 'em', 'find', 'wtc', 'far', 'weiyi', 'goin', 'rest', 'dunno', 'yet', 'ur', 'goin', 'dinner', 'den', 'might', 'able', 'join']",thk em find wtc far weiyi goin rest dunno yet ur goin dinner den might able join,thk em find wtc far weiyi goin rest dunno yet ur goin dinner den might abl join,thk em find wtc far weiyi goin rest dunno yet ur goin dinner den might able join
ham,Don't forget who owns you and who's private property you are ... And be my good boy always .. *passionate kiss*,don t forget who owns you and who s private property you are and be my good boy always passionate kiss,"['forget', 'owns', 'private', 'property', 'good', 'boy', 'always', 'passionate', 'kiss']","['forget', 'own', 'privat', 'properti', 'good', 'boy', 'alway', 'passion', 'kiss']","['forget', 'own', 'private', 'property', 'good', 'boy', 'always', 'passionate', 'kiss']",forget owns private property good boy always passionate kiss,forget own privat properti good boy alway passion kiss,forget own private property good boy always passionate kiss
spam,INTERFLORA - It's not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow.,interflora it s not too late to order interflora flowers for christmas call to place your order before midnight tomorrow,"['interflora', 'late', 'order', 'interflora', 'flowers', 'christmas', 'call', 'place', 'order', 'midnight', 'tomorrow']","['interflora', 'late', 'order', 'interflora', 'flower', 'christma', 'call', 'place', 'order', 'midnight', 'tomorrow']","['interflora', 'late', 'order', 'interflora', 'flower', 'christmas', 'call', 'place', 'order', 'midnight', 'tomorrow']",interflora late order interflora flowers christmas call place order midnight tomorrow,interflora late order interflora flower christma call place order midnight tomorrow,interflora late order interflora flower christmas call place order midnight tomorrow
ham,Oh god..taken the teeth?is it paining,oh god taken the teeth is it paining,"['oh', 'god', 'taken', 'teeth', 'paining']","['oh', 'god', 'taken', 'teeth', 'pain']","['oh', 'god', 'take', 'teeth', 'pain']",oh god taken teeth paining,oh god taken teeth pain,oh god take teeth pain
spam,ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.,romcapspam everyone around should be responding well to your presence since you are so warm and outgoing you are bringing in a real breath of sunshine,"['romcapspam', 'everyone', 'around', 'responding', 'well', 'presence', 'since', 'warm', 'outgoing', 'bringing', 'real', 'breath', 'sunshine']","['romcapspam', 'everyon', 'around', 'respond', 'well', 'presenc', 'sinc', 'warm', 'outgo', 'bring', 'real', 'breath', 'sunshin']","['romcapspam', 'everyone', 'around', 'respond', 'well', 'presence', 'since', 'warm', 'outgo', 'bring', 'real', 'breath', 'sunshine']",romcapspam everyone around responding well presence since warm outgoing bringing real breath sunshine,romcapspam everyon around respond well presenc sinc warm outgo bring real breath sunshin,romcapspam everyone around respond well presence since warm outgo bring real breath sunshine
ham,Then u ask darren go n pick u lor... But i oso sian tmr haf 2 meet lect...,then u ask darren go n pick u lor but i oso sian tmr haf meet lect,"['ask', 'darren', 'go', 'pick', 'lor', 'oso', 'sian', 'tmr', 'haf', 'meet', 'lect']","['ask', 'darren', 'go', 'pick', 'lor', 'oso', 'sian', 'tmr', 'haf', 'meet', 'lect']","['ask', 'darren', 'go', 'pick', 'lor', 'oso', 'sian', 'tmr', 'haf', 'meet', 'lect']",ask darren go pick lor oso sian tmr haf meet lect,ask darren go pick lor oso sian tmr haf meet lect,ask darren go pick lor oso sian tmr haf meet lect
ham,No need to buy lunch for me.. I eat maggi mee..,no need to buy lunch for me i eat maggi mee,"['need', 'buy', 'lunch', 'eat', 'maggi', 'mee']","['need', 'buy', 'lunch', 'eat', 'maggi', 'mee']","['need', 'buy', 'lunch', 'eat', 'maggi', 'mee']",need buy lunch eat maggi mee,need buy lunch eat maggi mee,need buy lunch eat maggi mee
spam,"Congratulations - Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate",congratulations thanks to a good friend u have won the xmas prize claim is easy just call now only p per minute bt national rate,"['congratulations', 'thanks', 'good', 'friend', 'xmas', 'prize', 'claim', 'easy', 'call', 'per', 'minute', 'bt', 'national', 'rate']","['congratul', 'thank', 'good', 'friend', 'xma', 'prize', 'claim', 'easi', 'call', 'per', 'minut', 'bt', 'nation', 'rate']","['congratulation', 'thanks', 'good', 'friend', 'xmas', 'prize', 'claim', 'easy', 'call', 'per', 'minute', 'bt', 'national', 'rate']",congratulations thanks good friend xmas prize claim easy call per minute bt national rate,congratul thank good friend xma prize claim easi call per minut bt nation rate,congratulation thanks good friend xmas prize claim easy call per minute bt national rate
ham,Ok lor...,ok lor,"['ok', 'lor']","['ok', 'lor']","['ok', 'lor']",ok lor,ok lor,ok lor
ham,"Oh right, ok. I'll make sure that i do loads of work during the day!  got a really nasty cough today and is dry n shot so that should really help it!",oh right ok i ll make sure that i do loads of work during the day got a really nasty cough today and is dry n shot so that should really help it,"['oh', 'right', 'ok', 'make', 'sure', 'loads', 'work', 'day', 'got', 'really', 'nasty', 'cough', 'today', 'dry', 'shot', 'really', 'help']","['oh', 'right', 'ok', 'make', 'sure', 'load', 'work', 'day', 'got', 'realli', 'nasti', 'cough', 'today', 'dri', 'shot', 'realli', 'help']","['oh', 'right', 'ok', 'make', 'sure', 'load', 'work', 'day', 'get', 'really', 'nasty', 'cough', 'today', 'dry', 'shot', 'really', 'help']",oh right ok make sure loads work day got really nasty cough today dry shot really help,oh right ok make sure load work day got realli nasti cough today dri shot realli help,oh right ok make sure load work day get really nasty cough today dry shot really help
ham,Wife.how she knew the time of murder exactly,wife how she knew the time of murder exactly,"['wife', 'knew', 'time', 'murder', 'exactly']","['wife', 'knew', 'time', 'murder', 'exactli']","['wife', 'know', 'time', 'murder', 'exactly']",wife knew time murder exactly,wife knew time murder exactli,wife know time murder exactly
spam,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.,send a logo ur lover names joined by a heart txt love name name mobno eg love adam eve to yahoo pobox w wq txtno no ads p,"['send', 'logo', 'ur', 'lover', 'names', 'joined', 'heart', 'txt', 'love', 'name', 'name', 'mobno', 'eg', 'love', 'adam', 'eve', 'yahoo', 'pobox', 'wq', 'txtno', 'ads']","['send', 'logo', 'ur', 'lover', 'name', 'join', 'heart', 'txt', 'love', 'name', 'name', 'mobno', 'eg', 'love', 'adam', 'eve', 'yahoo', 'pobox', 'wq', 'txtno', 'ad']","['send', 'logo', 'ur', 'lover', 'name', 'join', 'heart', 'txt', 'love', 'name', 'name', 'mobno', 'eg', 'love', 'adam', 'eve', 'yahoo', 'pobox', 'wq', 'txtno', 'ad']",send logo ur lover names joined heart txt love name name mobno eg love adam eve yahoo pobox wq txtno ads,send logo ur lover name join heart txt love name name mobno eg love adam eve yahoo pobox wq txtno ad,send logo ur lover name join heart txt love name name mobno eg love adam eve yahoo pobox wq txtno ad
ham,Howz that persons story,howz that persons story,"['howz', 'persons', 'story']","['howz', 'person', 'stori']","['howz', 'person', 'story']",howz persons story,howz person stori,howz person story
ham,Thanx 4 sending me home...,thanx sending me home,"['thanx', 'sending', 'home']","['thanx', 'send', 'home']","['thanx', 'sending', 'home']",thanx sending home,thanx send home,thanx sending home
ham,Its normally hot mail. Com you see!,its normally hot mail com you see,"['normally', 'hot', 'mail', 'com', 'see']","['normal', 'hot', 'mail', 'com', 'see']","['normally', 'hot', 'mail', 'com', 'see']",normally hot mail com see,normal hot mail com see,normally hot mail com see
spam,"You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",you ve won tkts to the euro cup final or cash to collect call b pobox ppm,"['tkts', 'euro', 'cup', 'final', 'cash', 'collect', 'call', 'pobox', 'ppm']","['tkt', 'euro', 'cup', 'final', 'cash', 'collect', 'call', 'pobox', 'ppm']","['tkts', 'euro', 'cup', 'final', 'cash', 'collect', 'call', 'pobox', 'ppm']",tkts euro cup final cash collect call pobox ppm,tkt euro cup final cash collect call pobox ppm,tkts euro cup final cash collect call pobox ppm
ham,U sick still can go shopping?,u sick still can go shopping,"['sick', 'still', 'go', 'shopping']","['sick', 'still', 'go', 'shop']","['sick', 'still', 'go', 'shopping']",sick still go shopping,sick still go shop,sick still go shopping
ham,"Ya they are well and fine., BBD(pooja) full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter..",ya they are well and fine bbd pooja full pimples even she become quite black and ur rite here its too cold wearing sweatter,"['ya', 'well', 'fine', 'bbd', 'pooja', 'full', 'pimples', 'even', 'become', 'quite', 'black', 'ur', 'rite', 'cold', 'wearing', 'sweatter']","['ya', 'well', 'fine', 'bbd', 'pooja', 'full', 'pimpl', 'even', 'becom', 'quit', 'black', 'ur', 'rite', 'cold', 'wear', 'sweatter']","['ya', 'well', 'fine', 'bbd', 'pooja', 'full', 'pimple', 'even', 'become', 'quite', 'black', 'ur', 'rite', 'cold', 'wearing', 'sweatter']",ya well fine bbd pooja full pimples even become quite black ur rite cold wearing sweatter,ya well fine bbd pooja full pimpl even becom quit black ur rite cold wear sweatter,ya well fine bbd pooja full pimple even become quite black ur rite cold wearing sweatter
ham,Nice.nice.how is it working?,nice nice how is it working,"['nice', 'nice', 'working']","['nice', 'nice', 'work']","['nice', 'nice', 'work']",nice nice working,nice nice work,nice nice work
ham,1's reach home call me.,s reach home call me,"['reach', 'home', 'call']","['reach', 'home', 'call']","['reach', 'home', 'call']",reach home call,reach home call,reach home call
ham,Were trying to find a Chinese food place around here,were trying to find a chinese food place around here,"['trying', 'find', 'chinese', 'food', 'place', 'around']","['tri', 'find', 'chines', 'food', 'place', 'around']","['try', 'find', 'chinese', 'food', 'place', 'around']",trying find chinese food place around,tri find chines food place around,try find chinese food place around
ham,"Easy mate, * guess the quick drink was bit ambitious.",easy mate guess the quick drink was bit ambitious,"['easy', 'mate', 'guess', 'quick', 'drink', 'bit', 'ambitious']","['easi', 'mate', 'guess', 'quick', 'drink', 'bit', 'ambiti']","['easy', 'mate', 'guess', 'quick', 'drink', 'bit', 'ambitious']",easy mate guess quick drink bit ambitious,easi mate guess quick drink bit ambiti,easy mate guess quick drink bit ambitious
ham,BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...,babe i miiiiiiissssssssss you i need you i crave you geeee i m so sad without you babe i love you,"['babe', 'miiiiiiissssssssss', 'need', 'crave', 'geeee', 'sad', 'without', 'babe', 'love']","['babe', 'miiiiiiissssssssss', 'need', 'crave', 'geeee', 'sad', 'without', 'babe', 'love']","['babe', 'miiiiiiissssssssss', 'need', 'crave', 'geeee', 'sad', 'without', 'babe', 'love']",babe miiiiiiissssssssss need crave geeee sad without babe love,babe miiiiiiissssssssss need crave geeee sad without babe love,babe miiiiiiissssssssss need crave geeee sad without babe love
ham,Ok thanx...,ok thanx,"['ok', 'thanx']","['ok', 'thanx']","['ok', 'thanx']",ok thanx,ok thanx,ok thanx
ham,aathi..where are you dear..,aathi where are you dear,"['aathi', 'dear']","['aathi', 'dear']","['aathi', 'dear']",aathi dear,aathi dear,aathi dear
ham,"Tunji, how's the queen? how are you doing. This is just wishing you a great day. Abiola.",tunji how s the queen how are you doing this is just wishing you a great day abiola,"['tunji', 'queen', 'wishing', 'great', 'day', 'abiola']","['tunji', 'queen', 'wish', 'great', 'day', 'abiola']","['tunji', 'queen', 'wish', 'great', 'day', 'abiola']",tunji queen wishing great day abiola,tunji queen wish great day abiola,tunji queen wish great day abiola
ham,Today iZ Yellow rose day. If u love my frndship give me 1 misscall &amp; send this to ur frndZ &amp; See how many miss calls u get. If u get 6missed U marry ur Lover.,today iz yellow rose day if u love my frndship give me misscall amp send this to ur frndz amp see how many miss calls u get if u get missed u marry ur lover,"['today', 'iz', 'yellow', 'rose', 'day', 'love', 'frndship', 'give', 'misscall', 'amp', 'send', 'ur', 'frndz', 'amp', 'see', 'many', 'miss', 'calls', 'get', 'get', 'missed', 'marry', 'ur', 'lover']","['today', 'iz', 'yellow', 'rose', 'day', 'love', 'frndship', 'give', 'misscal', 'amp', 'send', 'ur', 'frndz', 'amp', 'see', 'mani', 'miss', 'call', 'get', 'get', 'miss', 'marri', 'ur', 'lover']","['today', 'iz', 'yellow', 'rise', 'day', 'love', 'frndship', 'give', 'misscall', 'amp', 'send', 'ur', 'frndz', 'amp', 'see', 'many', 'miss', 'call', 'get', 'get', 'miss', 'marry', 'ur', 'lover']",today iz yellow rose day love frndship give misscall amp send ur frndz amp see many miss calls get get missed marry ur lover,today iz yellow rose day love frndship give misscal amp send ur frndz amp see mani miss call get get miss marri ur lover,today iz yellow rise day love frndship give misscall amp send ur frndz amp see many miss call get get miss marry ur lover
ham,Will be out of class in a few hours. Sorry,will be out of class in a few hours sorry,"['class', 'hours', 'sorry']","['class', 'hour', 'sorri']","['class', 'hour', 'sorry']",class hours sorry,class hour sorri,class hour sorry
ham,Wat time u finish ur lect today?,wat time u finish ur lect today,"['wat', 'time', 'finish', 'ur', 'lect', 'today']","['wat', 'time', 'finish', 'ur', 'lect', 'today']","['wat', 'time', 'finish', 'ur', 'lect', 'today']",wat time finish ur lect today,wat time finish ur lect today,wat time finish ur lect today
spam,"Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply",free message jamster get the crazy frog sound now for poly text mad for real text mad to crazy sounds for just gbp week only t c s apply,"['free', 'message', 'jamster', 'get', 'crazy', 'frog', 'sound', 'poly', 'text', 'mad', 'real', 'text', 'mad', 'crazy', 'sounds', 'gbp', 'week', 'apply']","['free', 'messag', 'jamster', 'get', 'crazi', 'frog', 'sound', 'poli', 'text', 'mad', 'real', 'text', 'mad', 'crazi', 'sound', 'gbp', 'week', 'appli']","['free', 'message', 'jamster', 'get', 'crazy', 'frog', 'sound', 'poly', 'text', 'mad', 'real', 'text', 'mad', 'crazy', 'sound', 'gbp', 'week', 'apply']",free message jamster get crazy frog sound poly text mad real text mad crazy sounds gbp week apply,free messag jamster get crazi frog sound poli text mad real text mad crazi sound gbp week appli,free message jamster get crazy frog sound poly text mad real text mad crazy sound gbp week apply
ham,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",sad story of a man last week was my b day my wife did nt wish me my parents forgot n so did my kids i went to work even my colleagues did not wish as i entered my cabin my pa said happy b day boss i felt special she askd me lunch after lunch she invited me to her apartment we went there she said do u mind if i go into the bedroom for a minute ok i sed in a sexy mood she came out minuts latr wid a cake n my wife my parents my kidz my friends n my colleagues all screaming surprise and i was waiting on the sofa naked,"['sad', 'story', 'man', 'last', 'week', 'day', 'wife', 'nt', 'wish', 'parents', 'forgot', 'kids', 'went', 'work', 'even', 'colleagues', 'wish', 'entered', 'cabin', 'pa', 'said', 'happy', 'day', 'boss', 'felt', 'special', 'askd', 'lunch', 'lunch', 'invited', 'apartment', 'went', 'said', 'mind', 'go', 'bedroom', 'minute', 'ok', 'sed', 'sexy', 'mood', 'came', 'minuts', 'latr', 'wid', 'cake', 'wife', 'parents', 'kidz', 'friends', 'colleagues', 'screaming', 'surprise', 'waiting', 'sofa', 'naked']","['sad', 'stori', 'man', 'last', 'week', 'day', 'wife', 'nt', 'wish', 'parent', 'forgot', 'kid', 'went', 'work', 'even', 'colleagu', 'wish', 'enter', 'cabin', 'pa', 'said', 'happi', 'day', 'boss', 'felt', 'special', 'askd', 'lunch', 'lunch', 'invit', 'apart', 'went', 'said', 'mind', 'go', 'bedroom', 'minut', 'ok', 'sed', 'sexi', 'mood', 'came', 'minut', 'latr', 'wid', 'cake', 'wife', 'parent', 'kidz', 'friend', 'colleagu', 'scream', 'surpris', 'wait', 'sofa', 'nake']","['sad', 'story', 'man', 'last', 'week', 'day', 'wife', 'nt', 'wish', 'parent', 'forget', 'kid', 'go', 'work', 'even', 'colleague', 'wish', 'enter', 'cabin', 'pa', 'say', 'happy', 'day', 'bos', 'felt', 'special', 'askd', 'lunch', 'lunch', 'invite', 'apartment', 'go', 'say', 'mind', 'go', 'bedroom', 'minute', 'ok', 'sed', 'sexy', 'mood', 'come', 'minuts', 'latr', 'wid', 'cake', 'wife', 'parent', 'kidz', 'friend', 'colleague', 'scream', 'surprise', 'wait', 'sofa', 'naked']",sad story man last week day wife nt wish parents forgot kids went work even colleagues wish entered cabin pa said happy day boss felt special askd lunch lunch invited apartment went said mind go bedroom minute ok sed sexy mood came minuts latr wid cake wife parents kidz friends colleagues screaming surprise waiting sofa naked,sad stori man last week day wife nt wish parent forgot kid went work even colleagu wish enter cabin pa said happi day boss felt special askd lunch lunch invit apart went said mind go bedroom minut ok sed sexi mood came minut latr wid cake wife parent kidz friend colleagu scream surpris wait sofa nake,sad story man last week day wife nt wish parent forget kid go work even colleague wish enter cabin pa say happy day bos felt special askd lunch lunch invite apartment go say mind go bedroom minute ok sed sexy mood come minuts latr wid cake wife parent kidz friend colleague scream surprise wait sofa naked
spam,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call",your chance to be on a reality fantasy show call now just p per min ntt ltd po box croydon cr wb is a national rate call,"['chance', 'reality', 'fantasy', 'show', 'call', 'per', 'min', 'ntt', 'ltd', 'po', 'box', 'croydon', 'cr', 'wb', 'national', 'rate', 'call']","['chanc', 'realiti', 'fantasi', 'show', 'call', 'per', 'min', 'ntt', 'ltd', 'po', 'box', 'croydon', 'cr', 'wb', 'nation', 'rate', 'call']","['chance', 'reality', 'fantasy', 'show', 'call', 'per', 'min', 'ntt', 'ltd', 'po', 'box', 'croydon', 'cr', 'wb', 'national', 'rate', 'call']",chance reality fantasy show call per min ntt ltd po box croydon cr wb national rate call,chanc realiti fantasi show call per min ntt ltd po box croydon cr wb nation rate call,chance reality fantasy show call per min ntt ltd po box croydon cr wb national rate call
ham,She's fine. Good to hear from you. How are you my dear? Happy new year oh.,she s fine good to hear from you how are you my dear happy new year oh,"['fine', 'good', 'hear', 'dear', 'happy', 'new', 'year', 'oh']","['fine', 'good', 'hear', 'dear', 'happi', 'new', 'year', 'oh']","['fine', 'good', 'hear', 'dear', 'happy', 'new', 'year', 'oh']",fine good hear dear happy new year oh,fine good hear dear happi new year oh,fine good hear dear happy new year oh
ham,Are you going to wipro interview today?,are you going to wipro interview today,"['going', 'wipro', 'interview', 'today']","['go', 'wipro', 'interview', 'today']","['go', 'wipro', 'interview', 'today']",going wipro interview today,go wipro interview today,go wipro interview today
ham,how tall are you princess?,how tall are you princess,"['tall', 'princess']","['tall', 'princess']","['tall', 'princess']",tall princess,tall princess,tall princess
ham,I doubt you could handle 5 times per night in any case...,i doubt you could handle times per night in any case,"['doubt', 'could', 'handle', 'times', 'per', 'night', 'case']","['doubt', 'could', 'handl', 'time', 'per', 'night', 'case']","['doubt', 'could', 'handle', 'time', 'per', 'night', 'case']",doubt could handle times per night case,doubt could handl time per night case,doubt could handle time per night case
ham,Haha... Hope ü can hear the receipt sound... Gd luck!,haha hope can hear the receipt sound gd luck,"['haha', 'hope', 'hear', 'receipt', 'sound', 'gd', 'luck']","['haha', 'hope', 'hear', 'receipt', 'sound', 'gd', 'luck']","['haha', 'hope', 'hear', 'receipt', 'sound', 'gd', 'luck']",haha hope hear receipt sound gd luck,haha hope hear receipt sound gd luck,haha hope hear receipt sound gd luck
ham,Your gonna be the death if me. I'm gonna leave a note that says its all robs fault. Avenge me.,your gonna be the death if me i m gonna leave a note that says its all robs fault avenge me,"['gon', 'na', 'death', 'gon', 'na', 'leave', 'note', 'says', 'robs', 'fault', 'avenge']","['gon', 'na', 'death', 'gon', 'na', 'leav', 'note', 'say', 'rob', 'fault', 'aveng']","['gon', 'na', 'death', 'gon', 'na', 'leave', 'note', 'say', 'robs', 'fault', 'avenge']",gon na death gon na leave note says robs fault avenge,gon na death gon na leav note say rob fault aveng,gon na death gon na leave note say robs fault avenge
